,AGREEMENT_END_DATE__C,CUSTOMER__C
1351,2016-10-31,0011300001ibIlzAAE
1353,2017-12-30,0011300001ibJ6bAAE
1355,2017-03-31,0011300001ibRPnAAM
1356,2016-01-27,0011300001ibRSNAA2
1358,2015-12-01,0011300001ibSojAAE
1359,2017-11-29,0011300001ibW4qAAE
1364,2016-12-31,0011300001ibaWKAAY
1365,2017-03-31,0011300001ibb6vAAA
1370,2017-11-30,0011300001ibctKAAQ
1371,2017-12-31,0011300001ibg1UAAQ
1373,2018-01-31,0011300001ibidyAAA
1374,2018-02-14,0011300001ibtFkAAI
1376,2018-02-21,0011300001ibuKIAAY
1382,2016-10-25,0011300001icEI8AAM
1384,2017-05-17,0011300001icFliAAE
1385,2016-12-06,0011300001icFxyAAE
1386,2016-02-08,0011300001icIZ1AAM
1392,2016-12-29,0011300001icZFuAAM
1393,2015-12-31,0011300001icZZFAA2
1394,2017-06-20,0011300001iceAEAAY
1395,2017-02-03,0011300001icf63AAA
1396,2016-02-19,0011300001icgtfAAA
1397,2016-12-09,0011300001icq49AAA
1398,2016-12-24,0011300001icsIDAAY
1400,2017-12-21,0011300001idNswAAE
1405,2016-12-14,0011300001idXt4AAE
1406,2018-03-27,0011300001idZcTAAU
1407,2016-12-31,0011300001iddZzAAI
1408,2017-12-28,0011300001ide5lAAA
1409,2017-05-31,0011300001idg9EAAQ
1411,2017-05-31,0011300001idg9xAAA
1415,2016-12-31,0011300001idnd9AAA
1416,2017-01-15,0011300001idoL2AAI
1418,2018-03-30,0011300001idpW5AAI
1421,2017-12-17,0011300001idqtJAAQ
1422,2017-01-04,0011300001jFhe8AAC
1423,2018-01-26,0011300001jFhsoAAC
1424,2018-02-20,0011300001jFjZqAAK
1429,2016-12-27,0011300001jFqlUAAS
1430,2017-01-14,0011300001jFrm2AAC
1431,2016-12-23,0011300001jFsGiAAK
1432,2016-12-31,0011300001jFtyxAAC
1433,2016-02-12,0011300001jFutYAAS
1435,2018-01-11,0011300001jG2LBAA0
1436,2017-01-30,0011300001jG2XxAAK
1437,2017-08-31,0011300001jG2eYAAS
1438,2017-12-31,0011300001jG3J0AAK
1439,2017-03-20,0011300001jG4JsAAK
1440,2018-04-20,0011300001jG4UtAAK
1441,2016-01-20,0011300001jG4gpAAC
1443,2017-07-24,0011300001jG5TfAAK
1444,2017-01-15,0011300001jG5cpAAC
1450,2017-08-31,0011300001jGDBoAAO
1451,2016-01-25,0011300001jGI9EAAW
1452,2018-03-31,0011300001jGK6HAAW
1454,2018-01-31,0011300001jGNvjAAG
1456,2018-03-12,0011300001jGV4XAAW
1458,2018-01-11,0011300001jGXxIAAW
1459,2017-01-10,0011300001jGZxKAAW
1460,2017-02-28,0011300001jGdpuAAC
1461,2018-01-28,0011300001jGgt0AAC
1462,2018-06-12,0011300001jGh1JAAS
1464,2017-06-04,0011300001jGn32AAC
1467,2017-08-14,0011300001jGtZBAA0
1470,2017-03-01,0011300001jGwObAAK
1471,2017-01-25,0011300001jGwT2AAK
1473,2018-07-24,0011300001jGyITAA0
1474,2017-03-02,0011300001jGz63AAC
1479,2016-02-14,0011300001jH1nYAAS
1483,2016-04-08,0011300001jH4P4AAK
1490,2016-12-31,0011300001jHA5OAAW
1491,2016-03-16,0011300001jHAQCAA4
1492,2017-12-30,0011300001jHJEYAA4
1493,2017-04-09,0011300001jHJynAAG
1494,2017-05-17,0011300001jHQzEAAW
1496,2016-06-20,0011300001jHahZAAS
1497,2018-02-25,0011300001jHavDAAS
1498,2016-03-08,0011300001jHeZUAA0
1499,2018-01-26,0011300001jHexwAAC
1500,2016-10-31,0011300001jHi7RAAS
1502,2016-12-31,0011300001jHtxTAAS
1503,2016-10-31,0011300001jHtxYAAS
1504,2016-10-31,0011300001jHtxdAAC
1505,2016-10-31,0011300001jHtyCAAS
1506,2016-02-26,0011300001jHzbjAAC
1509,2018-01-26,0011300001jI6enAAC
1511,2018-02-11,0011300001jIFDDAA4
1512,2017-02-11,0011300001jIJPXAA4
1514,2018-03-30,0011300001jIL1sAAG
1515,2017-01-28,0011300001jILcNAAW
1516,2017-02-01,0011300001jINVmAAO
1521,2016-02-01,0011300001jIUTaAAO
1525,2017-05-15,0011300001jIaBqAAK
1528,2018-01-22,0011300001jIcV4AAK
1530,2017-12-19,0011300001jIdhkAAC
1531,2018-02-28,0011300001jIeHgAAK
1532,2018-03-30,0011300001jIhEQAA0
1535,2018-02-03,0011300001jIlwnAAC
1536,2017-03-01,0011300001jInkjAAC
1545,2017-09-12,0011300001jJ53cAAC
1546,2017-12-07,0011300001jJ6yUAAS
1547,2018-02-08,0011300001jJ6zwAAC
1548,2017-02-08,0011300001jJAJ3AAO
1549,2017-10-04,0011300001jJKP6AAO
1550,2018-02-22,0011300001jJbGoAAK
1552,2018-01-16,0011300001jJgNzAAK
1554,2018-03-31,0011300001k8MkUAAU
1555,2018-03-19,0011300001k8UUQAA2
1557,2017-02-27,0011300001k8ZzEAAU
1559,2017-06-29,0011300001k8azhAAA
1560,2016-03-12,0011300001k8cCmAAI
1561,2017-02-28,0011300001k8cXLAAY
1564,2017-02-17,0011300001k8eKUAAY
1568,2018-02-19,0011300001k8qscAAA
1572,2017-03-05,0011300001k8yvsAAA
1573,2017-12-21,0011300001k90DDAAY
1575,2017-05-31,0011300001k98MyAAI
1576,2018-04-27,0011300001k9AC8AAM
1577,2018-02-24,0011300001k9IoeAAE
1579,2018-07-05,0011300001k9KGOAA2
1580,2017-12-30,0011300001k9KSGAA2
1581,2017-01-10,0011300001k9LQIAA2
1585,2016-02-29,0011300001k9U89AAE
1586,2016-02-03,0011300001k9UX5AAM
1587,2016-10-25,0011300001k9WkbAAE
1588,2018-03-10,0011300001k9XZmAAM
1590,2016-12-31,0011300001k9g28AAA
1592,2018-03-02,0011300001k9mpWAAQ
1593,2016-05-31,0011300001k9oz0AAA
1595,2018-03-02,0011300001k9rSMAAY
1596,2017-05-15,0011300001k9thsAAA
1599,2017-04-21,0011300001kA1KcAAK
1607,2017-10-04,0011300001kABgvAAG
1612,2016-03-20,0011300001kAL1aAAG
1620,2017-04-30,0011300001kAZvdAAG
1622,2017-04-30,0011300001kAa4aAAC
1627,2017-03-25,0011300001kAcvJAAS
1628,2017-03-25,0011300001kAcwvAAC
1631,2016-05-06,0011300001kAilHAAS
1636,2016-05-20,0011300001kAp9dAAC
1640,2017-03-31,0011300001kAsGfAAK
1641,2018-02-05,0011300001kAsSXAA0
1642,2016-04-17,0011300001kAsYLAA0
1644,2018-03-17,0011300001kAtKQAA0
1645,2018-05-26,0011300001kAvC8AAK
1647,2018-05-22,0011300001kB3Z3AAK
1650,2017-07-14,0011300001kB9PBAA0
1653,2017-05-31,0011300001kBDhIAAW
1654,2017-10-23,0011300001kBDy4AAG
1655,2017-03-31,0011300001kBEZAAA4
1659,2018-05-17,0011300001kBGy5AAG
1660,2016-06-17,0011300001kBIHaAAO
1661,2017-06-19,0011300001kBIHuAAO
1662,2018-04-11,0011300001kBIwqAAG
1663,2016-03-24,0011300001kBJcHAAW
1667,2018-05-24,0011300001kBL3lAAG
1668,2018-04-27,0011300001kBMnrAAG
1670,2017-04-01,0011300001kBSbaAAG
1677,2017-09-25,0011300001kBkhEAAS
1678,2018-05-30,0011300001kBlNtAAK
1679,2017-07-17,0011300001kBmJBAA0
1682,2017-03-30,0011300001kBn1NAAS
1683,2017-03-30,0011300001kBn7aAAC
1685,2017-04-07,0011300001kBpf1AAC
1686,2018-07-27,0011300001kBphcAAC
1688,2018-04-26,0011300001kBrGlAAK
1689,2017-06-30,0011300001kBwNbAAK
1694,2017-12-31,0011300001kC7DvAAK
1695,2017-10-30,0011300001kC7FrAAK
1697,2017-04-07,0011300001kCAylAAG
1698,2018-02-12,0011300001kCFkxAAG
1699,2017-04-15,0011300001kCH8mAAG
1700,2017-06-29,0011300001kCHveAAG
1701,2017-12-12,0011300001kCKqnAAG
1706,2018-06-27,0011300001kyPp5AAE
1708,2017-04-18,0011300001kyR3MAAU
1709,2018-05-24,0011300001kyT8pAAE
1710,2017-05-01,0011300001kyTtSAAU
1711,2018-06-05,0011300001kyUT7AAM
1713,2017-04-13,0011300001kyVNzAAM
1714,2018-04-14,0011300001kyX3wAAE
1715,2016-03-06,0011300001kz4NXAAY
1716,2016-04-20,0011300001kz8FkAAI
1719,2016-06-17,0011300001kzDOtAAM
1720,2017-05-04,0011300001kzDpfAAE
1726,2018-07-04,0011300001kzHkOAAU
1730,2017-05-31,0011300001kzP0UAAU
1734,2016-12-30,0011300001kzTKmAAM
1736,2013-05-01,0011300001kzU6XAAU
1739,2016-03-31,0011300001kzaXgAAI
1740,2017-02-28,0011300001kzaYUAAY
1741,2017-01-31,0011300001kzaZcAAI
1742,2017-02-28,0011300001kzaaLAAQ
1744,2017-04-25,0011300001kzogBAAQ
1747,2018-05-31,0011300001kzrYTAAY
1749,2017-05-02,0011300001kztbfAAA
1750,2018-01-24,0011300001kztphAAA
1756,2018-05-30,0011300001kzyC7AAI
1760,2018-01-15,0011300001l02u7AAA
1762,2018-05-19,0011300001l059FAAQ
1765,2017-05-31,0011300001l07BPAAY
1767,2018-05-15,0011300001l0FTrAAM
1777,2017-04-14,0011300001l0z9DAAQ
1779,2018-04-13,0011300001l1snLAAQ
1785,2017-06-08,0011300001l29vOAAQ
1790,2018-06-13,0011300001l2XYVAA2
1791,2018-02-14,0011300001l2Xl0AAE
1794,2017-10-25,0011300001l2aKcAAI
1795,2017-06-13,0011300001l2apkAAA
1796,2017-05-12,0011300001l2eUuAAI
1800,2016-12-15,0011300001l2i5lAAA
1803,2017-05-15,0011300001l2mKDAAY
1807,2017-11-03,0011300001l364ZAAQ
1809,2018-05-25,0011300001l36bQAAQ
1815,2017-05-16,0011300001l3HnIAAU
1817,2017-05-16,0011300001l3My1AAE
1818,2017-05-16,0011300001l3N7IAAU
1819,2018-04-12,0011300001l3OqmAAE
1824,2018-05-17,0011300001l3WeOAAU
1825,2017-09-30,0011300001l3chfAAA
1826,2017-05-30,0011300001l3dpIAAQ
1831,2017-07-30,0011300001l3sQ2AAI
1835,2016-12-28,0011300001l3yfOAAQ
1838,2017-09-30,0011300001l418EAAQ
1840,2018-06-22,0011300001l4271AAA
1847,2017-11-06,0011300001l48LWAAY
1855,2013-02-01,0011300001l48OyAAI
1856,2017-11-13,0011300001l48P7AAI
1859,2018-02-13,0011300001l48QTAAY
1863,2018-03-22,0011300001l48RvAAI
1865,2017-12-21,0011300001l48SnAAI
1866,2017-11-12,0011300001l48THAAY
1867,2013-12-31,0011300001l48TJAAY
1868,2018-06-29,0011300001l48UCAAY
1870,2018-01-05,0011300001l48UvAAI
1885,2017-10-16,0011300001l48Z7AAI
1889,2018-05-26,0011300001l48crAAA
1893,2017-10-10,0011300001l48f0AAA
1896,2018-03-31,0011300001l48fVAAQ
1897,2017-10-29,0011300001l48fdAAA
1898,2017-11-16,0011300001l48fwAAA
1905,2018-04-26,0011300001l48hfAAA
1906,2018-04-30,0011300001l48i6AAA
1907,2018-03-15,0011300001l48i9AAA
1908,2017-12-30,0011300001l48lCAAQ
1918,2018-05-16,0011300001l48p5AAA
1921,2018-05-03,0011300001l48qfAAA
1922,2017-09-29,0011300001l48rLAAQ
1923,2018-02-28,0011300001l48sCAAQ
1931,2018-07-24,0011300001l48vLAAQ
1940,2017-12-15,0011300001l4903AAA
1951,2017-12-17,0011300001l496gAAA
1954,2018-05-29,0011300001l497cAAA
1957,2018-06-30,0011300001l499PAAQ
1959,2018-06-13,0011300001l49AJAAY
1961,2018-06-28,0011300001l49CIAAY
1964,2017-12-31,0011300001l49I4AAI
1966,2018-06-21,0011300001l49IlAAI
1969,2017-02-13,0011300001l49KRAAY
1976,2018-07-28,0011300001l49TSAAY
1981,2018-03-30,0011300001l49dmAAA
1984,2018-05-08,0011300001l49eqAAA
1985,2017-12-05,0011300001l49fKAAQ
1987,2018-02-19,0011300001l49goAAA
1993,2018-04-22,0011300001l49lDAAQ
1996,2018-04-26,0011300001l49naAAA
2000,2018-03-21,0011300001l49r0AAA
2002,2018-03-18,0011300001l49rQAAQ
2005,2017-04-27,0011300001l49syAAA
2012,2017-06-23,0011300001l49xVAAQ
2014,2018-05-30,0011300001l49zMAAQ
2030,2018-06-30,0011300001l4AFUAA2
2032,2018-07-31,0011300001l4AG2AAM
2039,2013-05-01,0011300001l4AJNAA2
2046,2018-03-24,0011300001l4AQZAA2
2048,2017-05-31,0011300001l4ATdAAM
2049,2018-03-25,0011300001l4AVXAA2
2050,2015-07-15,0011300001l4AYqAAM
2051,2010-07-31,0011300001l4AaYAAU
2055,2017-09-29,0011300001l4Ad3AAE
2062,2018-03-30,0011300001l4AlbAAE
2070,2018-07-30,0011300001l4AvuAAE
2072,2016-09-24,0011300001l4AwiAAE
2075,2018-01-31,0011300001l4AzNAAU
2083,2018-03-31,0011300001l4B8pAAE
2091,2018-07-30,0011300001l4BJ7AAM
2095,2017-12-18,0011300001l4BOzAAM
2100,2018-07-06,0011300001l4BU8AAM
2108,2017-05-30,0011300001l4BhiAAE
2109,2017-12-22,0011300001l4BkmAAE
2112,2017-11-26,0011300001l4Bn4AAE
2113,2018-01-19,0011300001l4Bp3AAE
2114,2013-04-30,0011300001l4BpxAAE
2116,2018-05-08,0011300001l4BuBAAU
2118,2009-08-31,0011300001l4BweAAE
2119,2017-11-09,0011300001l4BxCAAU
2121,2018-03-29,0011300001l4By3AAE
2122,2017-12-22,0011300001l4By5AAE
2127,2018-07-13,0011300001l4C1zAAE
2132,2018-01-15,0011300001l4C8hAAE
2133,2018-05-08,0011300001l4C9DAAU
2137,2017-12-27,0011300001l4CDIAA2
2141,2018-05-31,0011300001l4CJfAAM
2142,2017-10-31,0011300001l4CKgAAM
2145,2018-02-26,0011300001l4CQuAAM
2146,2018-04-03,0011300001l4CQyAAM
2154,2018-03-31,0011300001l4CaoAAE
2158,2018-05-30,0011300001l4Co8AAE
2171,2018-01-04,0011300001l4D8cAAE
2173,2018-02-28,0011300001l4DC9AAM
2180,2018-04-24,0011300001l4DFlAAM
2182,2017-10-26,0011300001l4DI9AAM
2184,2018-03-25,0011300001l4DLRAA2
2187,2018-05-30,0011300001l4DMnAAM
2188,2018-02-16,0011300001l4DOgAAM
2190,2017-12-31,0011300001l4DPtAAM
2196,2018-02-09,0011300001l4DX9AAM
2200,2018-04-28,0011300001l4DdpAAE
2205,2018-01-22,0011300001l4DljAAE
2212,2017-12-25,0011300001l4DwYAAU
2217,2018-06-30,0011300001l4DzVAAU
2227,2016-08-24,0011300001l4E5tAAE
2230,2015-05-15,0011300001l4E6DAAU
2235,2018-03-10,0011300001l4E9aAAE
2236,2018-03-30,0011300001l4EATAA2
2239,2018-07-12,0011300001l4EEAAA2
2242,2018-03-31,0011300001l4EJxAAM
2245,2017-11-16,0011300001l4ELqAAM
2248,2018-02-26,0011300001l4ENyAAM
2252,2018-01-24,0011300001l4EORAA2
2256,2017-12-31,0011300001l4ETDAA2
2260,2018-03-27,0011300001l4EXjAAM
2266,2018-03-21,0011300001l4EecAAE
2268,2017-10-17,0011300001l4Eg8AAE
2273,2018-03-30,0011300001l4ElIAAU
2283,2017-12-28,0011300001l4EuBAAU
2284,2017-11-30,0011300001l4ExFAAU
2287,2017-12-30,0011300001l4F0PAAU
2293,2010-10-01,0011300001l4F6ZAAU
2294,2018-07-17,0011300001l4F7BAAU
2298,2017-04-30,0011300001l4F9KAAU
2301,2017-11-16,0011300001l4FBOAA2
2303,2018-07-25,0011300001l4FEyAAM
2304,2018-07-18,0011300001l4FF3AAM
2308,2018-08-01,0011300001l4FIaAAM
2315,2018-01-12,0011300001l4FOUAA2
2318,2018-06-25,0011300001l4FQmAAM
2319,2017-07-29,0011300001l4FV4AAM
2321,2018-03-30,0011300001l4FW7AAM
2322,2018-02-28,0011300001l4FWYAA2
2325,2018-04-30,0011300001l4FZ5AAM
2327,2018-01-30,0011300001l4FatAAE
2340,2018-06-30,0011300001l4FvfAAE
2342,2018-03-31,0011300001l4FxRAAU
2345,2017-12-27,0011300001l4G2rAAE
2346,2018-02-28,0011300001l4G3UAAU
2348,2017-12-14,0011300001l4G3oAAE
2349,2012-12-31,0011300001l4G5IAAU
2350,2016-04-08,0011300001l4G5pAAE
2352,2018-03-25,0011300001l4G7WAAU
2357,2018-06-29,0011300001l4GCpAAM
2360,2017-12-02,0011300001l4GElAAM
2364,2017-06-27,0011300001l4GHBAA2
2367,2017-12-31,0011300001l4GLyAAM
2373,2018-04-28,0011300001l4GQbAAM
2374,2018-02-27,0011300001l4GQnAAM
2376,2018-03-02,0011300001l4GTtAAM
2397,2017-12-30,0011300001l4GwEAAU
2400,2018-03-09,0011300001l4H0DAAU
2403,2018-03-31,0011300001l4H35AAE
2404,2017-12-31,0011300001l4H6YAAU
2412,2018-06-18,0011300001l4HLqAAM
2415,2018-07-10,0011300001l4HRSAA2
2422,2017-09-29,0011300001l4HdIAAU
2427,2018-05-31,0011300001l4HmkAAE
2431,2018-05-24,0011300001l4HoFAAU
2432,2018-03-19,0011300001l4HrPAAU
2435,2018-06-14,0011300001l4Ht7AAE
2436,2018-03-25,0011300001l4Hw4AAE
2438,2018-03-31,0011300001l4HznAAE
2439,2018-07-10,0011300001l4I04AAE
2440,2018-06-01,0011300001l4I27AAE
2444,2018-01-30,0011300001l4IA4AAM
2445,2018-05-10,0011300001l4IEeAAM
2448,2018-04-27,0011300001l4IHoAAM
2455,2018-03-31,0011300001l4IT0AAM
2457,2017-04-01,0011300001l4Ia4AAE
2459,2018-03-31,0011300001l4IcPAAU
2460,2011-08-01,0011300001l4IeeAAE
2462,2016-05-17,0011300001l4InYAAU
2463,2018-06-07,0011300001l4IqKAAU
2475,2018-05-24,0011300001l4J9MAAU
2477,2012-04-01,0011300001l4JAGAA2
2481,2018-07-29,0011300001l4JLBAA2
2484,2016-05-11,0011300001l4JP2AAM
2487,2018-04-05,0011300001l4JWdAAM
2491,2017-12-26,0011300001l4JgMAAU
2493,2018-03-31,0011300001l4JnDAAU
2494,2018-05-01,0011300001l4JojAAE
2498,2017-10-26,0011300001l4JyAAAU
2500,2016-01-01,0011300001l4JzyAAE
2502,2014-07-31,0011300001l4K0cAAE
2505,2016-07-14,0011300001l4K4WAAU
2508,2016-04-19,0011300001l4KDRAA2
2509,2017-12-27,0011300001l4KDlAAM
2510,2018-06-29,0011300001l4KEhAAM
2511,2018-04-30,0011300001l4KFGAA2
2513,2017-12-21,0011300001l4KOKAA2
2524,2018-06-25,0011300001l4KnrAAE
2527,2018-03-08,0011300001l4Kv0AAE
2528,2017-05-26,0011300001l4KxiAAE
2533,2018-05-07,0011300001l4LElAAM
2539,2011-08-01,0011300001l4LKhAAM
2543,2018-07-28,0011300001l4LQfAAM
2546,2018-03-28,0011300001l4LVAAA2
2554,2018-06-29,0011300001l4LkhAAE
2556,2018-02-09,0011300001l4LtoAAE
2557,2018-06-29,0011300001l4LtwAAE
2560,2018-06-01,0011300001l4LyhAAE
2563,2018-03-29,0011300001l4M2DAAU
2564,2010-09-30,0011300001l4M4AAAU
2565,2018-03-31,0011300001l4M5zAAE
2566,2018-06-30,0011300001l4M6pAAE
2578,2009-11-30,0011300001l4MSMAA2
2581,2017-11-28,0011300001l4MUMAA2
2582,2018-05-01,0011300001l4MV6AAM
2584,2017-12-19,0011300001l4MYSAA2
2587,2018-01-30,0011300001l4McHAAU
2588,2018-02-27,0011300001l4MgxAAE
2591,2016-07-19,0011300001l4MkpAAE
2596,2017-10-30,0011300001l4MrhAAE
2598,2017-12-31,0011300001l4MxgAAE
2599,2014-03-31,0011300001l4MzAAAU
2608,2017-12-30,0011300001l4N8mAAE
2610,2018-03-31,0011300001l4NGOAA2
2612,2017-12-29,0011300001l4NIiAAM
2617,2018-07-31,0011300001l4NMWAA2
2623,2017-06-25,0011300001l4NO4AAM
2625,2017-12-30,0011300001l4NPsAAM
2632,2017-12-31,0011300001l4NS8AAM
2633,2016-11-30,0011300001l4NTCAA2
2638,2015-08-01,0011300001l4NVVAA2
2639,2018-04-15,0011300001l4NY9AAM
2641,2017-05-31,0011300001l4NahAAE
2646,2018-01-16,0011300001l4NjmAAE
2651,2018-01-16,0011300001l4NnuAAE
2660,2018-01-23,0011300001l4NwwAAE
2662,2017-12-22,0011300001l4NywAAE
2665,2016-10-31,0011300001l4O2fAAE
2670,2016-11-03,0011300001l4O5jAAE
2671,2018-05-28,0011300001l4O78AAE
2672,2018-03-31,0011300001l4O7PAAU
2678,2018-04-28,0011300001l4OARAA2
2682,2017-12-31,0011300001l4OCXAA2
2685,2018-01-01,0011300001l4OEVAA2
2695,2018-03-28,0011300001l4OMZAA2
2702,2017-12-27,0011300001l4OTAAA2
2705,2018-01-31,0011300001l4OXSAA2
2707,2017-12-20,0011300001l4OZRAA2
2708,2017-11-10,0011300001l4ObnAAE
2714,2017-12-26,0011300001l4OdLAAU
2718,2017-11-03,0011300001l4OmGAAU
2720,2017-09-11,0011300001l4OmoAAE
2725,2017-12-29,0011300001l4OqGAAU
2727,2018-01-06,0011300001l4OqsAAE
2736,2018-07-29,0011300001l4OwSAAU
2739,2018-06-25,0011300001l4OxOAAU
2740,2017-12-21,0011300001l4OxtAAE
2741,2018-04-13,0011300001l4OyFAAU
2744,2017-12-02,0011300001l4P1uAAE
2751,2018-04-24,0011300001l4P4oAAE
2752,2017-11-24,0011300001l4P4uAAE
2755,2017-12-22,0011300001l4P5KAAU
2759,2017-09-29,0011300001l4P6rAAE
2762,2018-03-23,0011300001l4P95AAE
2763,2013-01-31,0011300001l4P9wAAE
2766,2018-02-14,0011300001l4PACAA2
2770,2018-03-30,0011300001l4PBEAA2
2773,2018-07-12,0011300001l4PDTAA2
2776,2018-02-27,0011300001l4PL8AAM
2778,2017-11-26,0011300001l4PNEAA2
2782,2018-06-18,0011300001l4PSnAAM
2783,2018-05-21,0011300001l4PTjAAM
2790,2018-05-01,0011300001l4PWiAAM
2794,2018-07-06,0011300001l4PaFAAU
2798,2018-04-19,0011300001l4PdTAAU
2799,2018-03-31,0011300001l4PfDAAU
2800,2016-07-30,0011300001l4PfcAAE
2806,2018-06-22,0011300001l4PmQAAU
2808,2017-08-19,0011300001l4PmbAAE
2810,2017-12-31,0011300001l4PnEAAU
2816,2017-12-24,0011300001l4PpMAAU
2822,2018-02-25,0011300001l4PseAAE
2824,2018-03-27,0011300001l4Pt6AAE
2826,2018-05-01,0011300001l4Pv4AAE
2828,2018-06-26,0011300001l4PvwAAE
2835,2018-06-16,0011300001l4Q1cAAE
2836,2018-05-31,0011300001l4Q3lAAE
2837,2017-12-31,0011300001l4Q5EAAU
2840,2018-02-22,0011300001l4Q5qAAE
2841,2017-05-17,0011300001l4Q6ZAAU
2844,2018-08-01,0011300001l4Q8BAAU
2848,2018-05-15,0011300001l4QCaAAM
2855,2017-04-05,0011300001l4QEjAAM
2856,2017-11-10,0011300001l4QEvAAM
2858,2018-03-30,0011300001l4QF6AAM
2859,2018-04-24,0011300001l4QFCAA2
2860,2017-12-17,0011300001l4QFQAA2
2865,2017-09-27,0011300001l4QH8AAM
2866,2018-03-08,0011300001l4QLcAAM
2867,2017-12-30,0011300001l4QLsAAM
2870,2018-03-25,0011300001l4QMLAA2
2871,2017-06-16,0011300001l4QMQAA2
2873,2017-11-29,0011300001l4QMhAAM
2878,2018-06-30,0011300001l4QQ7AAM
2879,2016-08-20,0011300001l4QTNAA2
2881,2018-04-17,0011300001l4QVTAA2
2882,2018-04-24,0011300001l4QVWAA2
2884,2018-03-19,0011300001l4QVvAAM
2891,2016-03-28,0011300001l4QaZAAU
2909,2018-05-02,0011300001l4QnxAAE
2911,2017-02-28,0011300001l4QorAAE
2918,2018-01-08,0011300001l4QvOAAU
2920,2018-03-14,0011300001l4QviAAE
2927,2017-12-22,0011300001l4Qx8AAE
2929,2018-03-23,0011300001l4QyPAAU
2934,2018-07-31,0011300001l4QzlAAE
2936,2018-03-19,0011300001l4R03AAE
2937,2018-03-30,0011300001l4R0vAAE
2946,2017-11-15,0011300001l4R8PAAU
2948,2018-05-12,0011300001l4R8aAAE
2949,2017-12-20,0011300001l4R8jAAE
2953,2016-07-10,0011300001l4RA6AAM
2957,2018-07-06,0011300001l4RBwAAM
2961,2017-11-30,0011300001l4REOAA2
2968,2018-07-01,0011300001l4RJlAAM
2969,2017-12-30,0011300001l4RJzAAM
2972,2017-12-31,0011300001l4RLGAA2
2974,2018-06-28,0011300001l4RMqAAM
2975,2014-01-01,0011300001l4RNCAA2
2978,2018-02-27,0011300001l4RPyAAM
2982,2018-05-29,0011300001l4RRSAA2
2983,2018-02-28,0011300001l4RRmAAM
2984,2017-12-29,0011300001l4RT0AAM
2985,2018-07-31,0011300001l4RTXAA2
2986,2017-12-31,0011300001l4RWvAAM
2990,2017-10-31,0011300001l4RZsAAM
2994,2017-06-12,0011300001l4RbQAAU
2996,2018-06-26,0011300001l4RfEAAU
3000,2017-06-12,0011300001l4dPiAAI
3001,2017-05-26,0011300001l4eIbAAI
3002,2017-12-30,0011300001l4jOhAAI
3003,2018-03-30,0011300001l4jPQAAY
3004,2017-06-04,0011300001l4jYAAAY
3005,2017-12-01,0011300001l4jdFAAQ
3006,2017-08-10,0011300001l4jgYAAQ
3007,2017-12-31,0011300001l4kr1AAA
3009,2017-10-31,0011300001l4qf0AAA
3011,2018-07-31,0011300001l4sTHAAY
3013,2017-06-29,0011300001q1DbNAAU
3018,2018-07-20,0011300001q1OJAAA2
3021,2017-09-22,0011300001q1QcVAAU
3023,2016-07-21,0011300001q1WIIAA2
3026,2018-02-22,0011300001q1eOdAAI
3033,2018-04-20,0011300001q1tWFAAY
3034,2018-06-08,0011300001q1td6AAA
3043,2017-12-19,0011300001q23j9AAA
3044,2018-06-27,0011300001q23siAAA
3045,2017-07-14,0011300001q2490AAA
3046,2017-09-30,0011300001q25lRAAQ
3049,2017-07-30,0011300001q26yXAAQ
3051,2016-07-17,0011300001q28SgAAI
3054,2017-07-18,0011300001q29r7AAA
3055,2017-12-30,0011300001q2FVHAA2
3056,2017-06-19,0011300001q2IvzAAE
3057,2017-06-19,0011300001q2IwdAAE
3058,2017-06-19,0011300001q2IxlAAE
3059,2017-09-12,0011300001q2JYTAA2
3064,2018-06-15,0011300001q2RIZAA2
3069,2017-09-26,0011300001q2WQzAAM
3070,2017-06-26,0011300001q2WhHAAU
3071,2016-06-17,0011300001q2X0pAAE
3081,2018-06-21,0011300001q2nNEAAY
3084,2017-12-29,0011300001q2puNAAQ
3085,2017-08-31,0011300001q2qs3AAA
3091,2017-02-21,0011300001q2tcVAAQ
3092,2018-06-26,0011300001q2vdRAAQ
3094,2016-08-30,0011300001q2x3lAAA
3095,2017-11-10,0011300001q2xBkAAI
3101,2017-06-26,0011300001q36KAAAY
3102,2018-03-31,0011300001q38DQAAY
3103,2017-12-11,0011300001q38niAAA
3106,2016-12-31,0011300001q3AC7AAM
3107,2016-12-15,0011300001q3BM7AAM
3110,2017-09-29,0011300001q3KBvAAM
3111,2017-08-09,0011300001q3KrPAAU
3115,2018-06-29,0011300001q3MB3AAM
3116,2018-06-29,0011300001q3MHmAAM
3121,2016-05-31,0011300001q4Q65AAE
3122,2018-07-05,0011300001q4R9KAAU
3125,2017-07-05,0011300001q4TKrAAM
3127,2018-02-06,0011300001q4WGTAA2
3132,2017-07-31,0011300001q4lGBAAY
3136,2016-12-16,0011300001q4x9nAAA
3140,2017-11-07,0011300001q544XAAQ
3143,2016-08-31,0011300001q5N3VAAU
3144,2017-09-30,0011300001rIxyeAAC
3146,2017-10-15,0011300001rJIIjAAO
3147,2017-12-31,0011300001rJIXYAA4
3148,2017-07-24,0011300001rJIfrAAG
3149,2017-07-24,0011300001rJIjoAAG
3150,2018-02-20,0011300001rJMKDAA4
