ID,CREATEDDATE,CASE__C,RESOLUTION__C,OVERALL_GENERAL_COMMENTS__C,CUSTOMER_EFFORT__C,ACCOUNTID
a0k1B00000H4fsQQAR,2018-06-22 17:59:43.000,5001B000017LKIEQA4,6,Adam has great attention to detail. It is always a pleasure working with him,6,0011300001uiHhJAAU
a0k1B00000H4fsGQAR,2018-06-22 17:23:31.000,5001B00001A3jMnQAJ,6,,4,0011300001uiRSkAAM
a0k1B00000H4fsBQAR,2018-06-22 15:14:29.000,5001B000016MJFqQAO,6,"The recent upgrades on workspace manager introduced some new issues, amd brought back old ones. But the help from service desk was excellent",6,0011B00001IwEFmQAN
a0k1B00000H4fs6QAB,2018-06-22 14:09:32.000,5001B00001A3j8WQAR,6,Maura (I think that was her name) was wonderful and helped us the very first try.  Thank you so much!,6,001a000001BSq00AAD
a0k1B00000H4fs1QAB,2018-06-22 13:35:41.000,5001B000017L5KGQA0,6,,6,0011300001uiNdDAAU
a0k1B00000H4frwQAB,2018-06-22 13:00:54.000,5001B000017LNpVQAW,5,Make it possible to choose dutch when you call support.,5,0011300001l4QBvAAM
a0k1B00000H4frrQAB,2018-06-22 12:00:34.000,5001B000017LTeaQAG,5,,4,0011300001uiJM0AAM
a0k1B00000H4frmQAB,2018-06-22 09:34:09.000,5001B00001A3ieMQAR,6,,6,0013000000vuDSjAAM
a0k1B00000H4frhQAB,2018-06-22 09:32:51.000,5001B000017Kmq8QAC,5,,5,0011300001uiGOLAA2
a0k1B00000H4frcQAB,2018-06-22 09:13:36.000,5001B000017LTAQQA4,5,,4,0011300001l4G5IAAU
a0k1B00000H4frXQAR,2018-06-22 08:41:38.000,5001B000017L1CfQAK,5,,5,0011B00001IwFs9QAF
a0k1B00000H4frSQAR,2018-06-22 08:09:42.000,5001B00001A3gxMQAR,6,We had a few issues at our end when Dennis was remoting in and he was very patient - which was much appreciated.,6,0011B00001IwLk6QAF
a0k1B00000H4frNQAR,2018-06-22 01:58:29.000,5001B00001A3g7NQAR,6,很好,6,001a000001QtTK5AAN
a0k1B00000H4frIQAR,2018-06-21 23:26:58.000,5001B00001A3XXiQAN,6,,6,0011300001l4DflAAE
a0k1B00000H4frDQAR,2018-06-21 22:57:02.000,5001B000016MCtMQAW,6,Jason was extremely thorough and helpful in his support.,6,0011300001uiEdCAAU
a0k1B00000H4fr8QAB,2018-06-21 22:14:32.000,5001B00001A3i36QAB,6,Joe was great!,6,0013000000eah6NAAQ
a0k1B00000H4fr3QAB,2018-06-21 21:56:40.000,5001B00001A3h0LQAR,5,,6,0011300001uiK6HAAU
a0k1B00000H4fqyQAB,2018-06-21 20:59:42.000,5001B00001A3egcQAB,6,Adam is always a pleasure to to talk to and always super helpful.,6,0011300001uiHhJAAU
a0k1B00000H4fqtQAB,2018-06-21 20:35:44.000,5001B00001A3VhEQAV,5,The new web portal for support is a great option and has allowed for a greater flexibility in getting help and researching the issue.,6,0011300001uiKkXAAU
a0k1B00000H4fqoQAB,2018-06-21 20:32:34.000,5001B000017KhifQAC,6,"Chris Murray was excellent, he had to deal with me trying to get responses from other people which took quite a bit of time, working a similar job, I know how annoying this be and am very thankful for his patience and his help offered",6,0013000000dqSN1AAM
a0k1B00000H4fqjQAB,2018-06-21 19:59:51.000,5001B00001A3hlqQAB,6,Support person was very helpful and knowledgeable.,5,001a000001NIHJdAAP
a0k1B00000H4fqeQAB,2018-06-21 19:59:49.000,5001B00001A3gzNQAR,6,,6,0011300001uiP8OAAU
a0k1B00000H4fqZQAR,2018-06-21 19:12:28.000,5001B00001A3WlPQAV,6,,6,0013000000iGWl6AAG
a0k1B00000H4fqUQAR,2018-06-21 18:28:02.000,5001B000017LSnMQAW,6,,6,0011300001uiKi2AAE
a0k1B00000H4fqPQAR,2018-06-21 17:36:26.000,5001B00001A3hMCQAZ,5,,5,001a000001NIHQ6AAP
a0k1B00000H4fqKQAR,2018-06-21 17:35:25.000,5001B000017KhVgQAK,5,,4,0013000000dqNuyAAE
a0k1B00000H4fqFQAR,2018-06-21 17:01:03.000,5001B00001A3gxRQAR,6,The Tech that helped me was very knowledgable.,6,0013000000ebNcjAAE
a0k1B00000H4fqAQAR,2018-06-21 16:57:08.000,5001B000017KSUbQAO,5,My case rep was extremely helpful and knowledgeable.  Unfortunately I was unable to procure several logs that he required before he mentioned a new version had been released so we will try that out first.,6,0011B00001IwLyWQAV
a0k1B00000H4fq5QAB,2018-06-21 16:21:05.000,5001B00001A3W6gQAF,5,Extremely hard getting through to support in my last 2 cases it took several days getting in contact with a technician. On the positive side both Vicki and Chris were great to deal with.,2,0011300001uiIB3AAM
a0k1B00000H4fq0QAB,2018-06-21 16:17:23.000,5001B00001A3X8JQAV,6,Brian Korzen investigated the issue and provided lots of information to solve the problem.,6,0011300001uiLGlAAM
a0k1B00000H4fpvQAB,2018-06-21 15:30:36.000,5001B00001A3gtjQAB,6,Kent did a great job and was helpful. Thanks,6,0011300001uiIddAAE
a0k1B00000H4fpqQAB,2018-06-21 15:26:45.000,5001B000017KsKuQAK,6,Always a pleasure working with Derek.,6,0011300001uiObzAAE
a0k1B00000H4fplQAB,2018-06-21 15:11:51.000,5001B000017LQzfQAG,6,,6,0013000000iGWl6AAG
a0k1B00000H4fpgQAB,2018-06-21 15:03:36.000,5001B00001A3gmJQAR,6,Het was via de support site erg onduidelijk en erg lastig om het product Automation te vinden. De wijziging van de namen in het document kloppen ook niet. Daarom maar gebeld....,6,0011B00001IwDELQA3
a0k1B00000H4fpbQAB,2018-06-21 15:01:15.000,5001B00001A3buMQAR,6,,6,0011300001uiFIWAA2
a0k1B00000H4fpWQAR,2018-06-21 14:33:23.000,5001B00001A3f9AQAR,6,Mark Farmer responded very quickly and good explanation!,6,0011300001uiLGlAAM
a0k1B00000H4fpRQAR,2018-06-21 14:29:11.000,5001B00001A3bYBQAZ,5,,5,0011300001uiJwvAAE
a0k1B00000H4fpMQAR,2018-06-21 14:27:35.000,5001B00001A3f8CQAR,6,,6,0011300001uiOqnAAE
a0k1B00000H4fpHQAR,2018-06-21 14:21:12.000,5001B00001A3WbyQAF,5,,5,00130000011cL3CAAU
a0k1B00000H4fpCQAR,2018-06-21 13:58:52.000,5001B00001A3Z4xQAF,6,,6,001a000001NIH6lAAH
a0k1B00000H4fp7QAB,2018-06-21 13:47:28.000,5001B000017LFJzQAO,5,,5,0013000000eappPAAQ
a0k1B00000H4fosQAB,2018-06-21 13:24:01.000,5001B000017LFF4QAO,5,,5,0011300001uiLvHAAU
a0k1B00000H4fonQAB,2018-06-21 12:44:02.000,5001B00001A3gZPQAZ,5,"Quality of RES Workspace is very good. But creating a case by  Ivantiweb doesn't have much connection with RES products. Also newer W10 operating system isn't listed.
Quality of the support engineer was very good.",2,0011B00001IwECxQAN
a0k1B00000H4foiQAB,2018-06-21 12:11:32.000,5001B00001A3dhjQAB,6,"The website could be more user friendly, for instance finding a link to the portal and easier acces to open case",3,0011B00001IwEgCQAV
a0k1B00000H4fodQAB,2018-06-21 11:09:54.000,5001B000017KlE8QAK,1,Der Case wurde einfach bis zum nächsten Patch ausgesessen statt behoben. Somit konnten wir wiederholt im Mai keine Updates für unsere Kunden bereitstellen. Unsere Kunden sind extrem verärgert. Nun läuft es weil man einfach auf das Juni Update gewartet hat.,1,0011300001uiEeUAAU
a0k1B00000H4foYQAR,2018-06-21 11:09:39.000,5001B000017L3sVQAS,6,I am very happy with the support level that was provided by Krzysztof Saternus. He very well understood business impact of the issue and found very competent resource in US to resolve the issue. This case makes me believe that ivanti support organization is now on the right track and with the right people on board. Thank You very much!,6,0011300001uiEjTAAU
a0k1B00000H4foTQAR,2018-06-21 10:56:24.000,5001B00001A3gLwQAJ,6,,6,0011B00001IwDAeQAN
a0k1B00000H4foOQAR,2018-06-21 10:52:57.000,5001B000017LA55QAG,4,,5,0011300001uiG1pAAE
a0k1B00000H4foJQAR,2018-06-21 10:52:36.000,5001B00001A3Oe5QAF,6,Super Support help from Randy Roubos - very happy that he follewed up and got us though the setup,5,0011B00001Iw8hBQAR
a0k1B00000H4foEQAR,2018-06-21 10:01:38.000,5001B000017KNZ7QAO,5,,5,0013000000dqM5yAAE
a0k1B00000H4fo9QAB,2018-06-21 09:56:18.000,5001B00001A3gHQQAZ,5,problème résolu rapidement grâce au defect qui était déjà connu avec une solution.,5,0013000000vuDSjAAM
a0k1B00000H4fo4QAB,2018-06-21 09:25:10.000,5001B00001A3gIYQAZ,6,"The support agent (Piotr) as always was brilliant, quick to respond and very helpful in getting my issue resolved. Going through the Ivanti portal to obtain this level of assistance is painful. Far to long winded, especially if you have already searched the community for a resolution. Why, when you pay a maintenance fee, can you just not have a number you can call to speak to the excellent support agents?",1,0013000000eaxnHAAQ
a0k1B00000H4fnzQAB,2018-06-21 08:27:21.000,5001B000017LQ7kQAG,5,,5,0011300001uiPirAAE
a0k1B00000H4fnuQAB,2018-06-21 08:02:12.000,5001B000017KRfJQAW,5,Took a while to get the answer but it is all working now.,5,0011300001uiOQoAAM
a0k1B00000H4fnpQAB,2018-06-21 07:59:13.000,5001B00001A3dw0QAB,6,,6,0011300001uiGMeAAM
a0k1B00000H4fnkQAB,2018-06-21 03:04:14.000,5001B000017LNAXQA4,6,,5,0011300001uiFCVAA2
a0k1B00000H4fnfQAB,2018-06-21 03:03:49.000,5001B000013nNF5QAM,6,,6,0011300001uiFCVAA2
a0k1B00000H4fnaQAB,2018-06-21 00:16:54.000,5001B00001A3Y43QAF,6,,6,001a000001NII5zAAH
a0k1B00000H4fnLQAR,2018-06-20 22:58:37.000,5001B00001A3YA1QAN,6,I am still discovering/learning how to use this product. I will be contacting customer support often since I am assigned to  Capture and Deploy Images. FYI!!  I am very Satisfied with Jim Bowden's assistance. Thank you Jim!!,6,0013000000dqQalAAE
a0k1B00000H4fnGQAR,2018-06-20 19:53:04.000,5001B00001A3fFrQAJ,6,Brian responded quickly and his questions allowed me to find the solution immediately.,6,0011B000021AotAQAS
a0k1B00000H4fnBQAR,2018-06-20 19:18:20.000,5001B000017KxIAQA0,6,,6,0013000000dqN7FAAU
a0k1B00000H4fn6QAB,2018-06-20 19:03:18.000,5001B00001A3eWNQAZ,6,,5,0011300001uiEczAAE
a0k1B00000H4fmwQAB,2018-06-20 18:50:29.000,5001B000017KeA5QAK,5,,5,0013000000dqNpMAAU
a0k1B00000H4fmrQAB,2018-06-20 18:14:31.000,5001B000017LXARQA4,1,"Ticket was closed pre-maturely. I thought the technician was going to call me to find a work around or a better way to reconfigure our Request Offerings so we don't have these workflow delays. Instead my ticket was just closed. Our customers  are waiting 10-15 min for a workflow to even start which impacts our business even more now because we have employees who now work for Cerner and some of these request offerings now go over to Remedy. With the delay not all the information crosses over because Remedy only does a 5 minute look back to capture the Note/Attachment data. 
The previous resolution stated Ops would proactively monitor our workflow servers and are prepared to act if we experienced this slow down again but it does not feel that way as it feels we are having to repeat the same process of pleading to get assistance for the slowness.",2,0011300001uiO4LAAU
a0k1B00000H4fmmQAB,2018-06-20 16:37:10.000,5001B00001A3aUcQAJ,6,,6,001a000001GZP3GAAX
a0k1B00000H4fmhQAB,2018-06-20 16:06:09.000,5001B00001A3SVKQA3,6,,6,0013000000dqPlQAAU
a0k1B00000H4fmcQAB,2018-06-20 15:34:33.000,5001B00001A3ejRQAR,6,,6,0011300001cMsiNAAS
a0k1B00000H4fmXQAR,2018-06-20 15:17:24.000,5001B00001A3Y2CQAV,6,Christopher was excellent. Very Knowledgeable.,6,0011300001uiUmjAAE
a0k1B00000H4fmSQAR,2018-06-20 15:07:46.000,5001B000017KZmYQAW,2,Communication with Support engineer was very poor.,2,0011300001uiL7BAAU
a0k1B00000H4fmNQAR,2018-06-20 14:31:32.000,5001B00001A3eR3QAJ,6,I am very grateful that the agent call me right away to resolve my issue!,6,001a000001NIOY7AAP
a0k1B00000H4fmIQAR,2018-06-20 13:53:56.000,5001B00001A3RkZQAV,6,,5,0011B000022Pf4dQAC
a0k1B00000H4fmDQAR,2018-06-20 13:38:05.000,5001B00001A3dBnQAJ,6,"Chris demonstrated to me he knew what to do to troubleshoot my issue.  He concluded the issue was with my firewall.  Since I got a new firewall with my office relocation of May 31, 2018, this made sense to me.  So I have contacted my IT support for their help in resolving my issue with not being able to connect to GoldMine Web on my handheld device.",6,0011300001uiIhMAAU
a0k1B00000H4fm8QAB,2018-06-20 12:22:44.000,5001B00001A3YDPQA3,6,,6,0011300001l0kujAAA
a0k1B00000H4flyQAB,2018-06-20 06:26:15.000,5001B00001A3dYSQAZ,6,,6,0011300001cuIsHAAU
a0k1B00000H4fltQAB,2018-06-20 01:24:17.000,5001B00001A3b1vQAB,4,No explanation was given as to why Windows Auth slows down the import process.,4,0013000000dqQAYAA2
a0k1B00000H4floQAB,2018-06-19 21:21:38.000,5001B00001A3TWJQA3,6,Brian K is awesome.  So helpful and friendly!  I appreciate it!,6,0011300001uiNemAAE
a0k1B00000H4fljQAB,2018-06-19 20:03:57.000,5001B00001A3cMGQAZ,6,"Thomas and Del from Wavelink support were fantastic! They easily understood the issue I was having, quickly provided me with solutions, and were very knowledgeable. I could not be happier with my support experience!",6,001a000001IlRPaAAN
a0k1B00000H4fleQAB,2018-06-19 20:01:27.000,5001B00001A3SXLQA3,6,A+,6,0013000000dqRFWAA2
a0k1B00000H4flUQAR,2018-06-19 19:52:21.000,5001B00001A3a5wQAB,6,,6,001a000001NIarxAAD
a0k1B00000H4flPQAR,2018-06-19 19:48:53.000,5001B00001A3cxbQAB,6,Very helpful customer service.,6,0011300001uiPmvAAE
a0k1B00000H4flKQAR,2018-06-19 19:09:46.000,5001B00001A3cYlQAJ,6,,6,0013000000dqN4KAAU
a0k1B00000H4flFQAR,2018-06-19 19:07:23.000,5001B00001A3cnqQAB,6,Thank you for a quick resolution!,6,001a000001NILqiAAH
a0k1B00000H4flAQAR,2018-06-19 18:45:12.000,5001B00000UNdO3QAL,4,,3,0011300001wpRyLAAU
a0k1B00000H4fl5QAB,2018-06-19 18:32:33.000,5001B00001A3cPKQAZ,6,"Thanks for the assist Shad, really appreciate it.",6,0013000000dqN4KAAU
a0k1B00000H4fl0QAB,2018-06-19 18:30:46.000,5001B000017LUzQQAW,4,"David,
Thank you for the explanation of how Ivanti Patch functions within SCCM. The information you provided was crucial to ensuring that Ivanti Patch worked as advertised in our environment. However, I must express the frustration I feel at the process it took to receive this information. Expecting users to search the web outside of your support site, and to continuously prod product support personnel to get to these answers is bordering on absurd. It would be very helpful and a great service to your customers if the required ports, share permissions, NTFS permissions, and WSUS website authentication method were clearly accessible on your support site and in your documentation. Doing so would greatly reduce the amount of our time spent in troubleshooting and resolution would have been greatly reduced.

 It does appear that the issue has been resolved. Our SCCM ecosystem will run its scheduled sync schedule tonight. Following this our ADR's will run. Assuming functions as expected we should be able to close this case tomorrow.

The following specifics were what solved the permissions issues for the errors that I reported to you:

 1. Navigate to ""C:\WSUS\UpdateServicesPackages"" and ""C:\WSUS\WsusContent"" (or appropriate locations for your system, mine were different) then Share the directory and set permissions to:
 Admin's Group Full access
 Network Service Full access
 Everyone Read access
 WSUS Administrators Group Full access.

2. Set NTFS permissions to:
 Administrators Group Full access
 Network Service Full access
 System Full access
 Users Group Read/List Folder Read & Execute
 WSUS Admins Group Full access

 3.  Edit Anonymous Authentication for the IIS website (by right clicking) and change it from a Specific User to Application pool identity.",1,0011300001l4FXjAAM
a0k1B00000H4fkvQAB,2018-06-19 18:22:57.000,5001B00001A3aZwQAJ,6,"Mitchell Evans was a great help, he figured out the issue quickly and explained how and why it occurred.  He was personable and easy to understand.  Would gladly work with him again.",6,0011300001uiPQqAAM
a0k1B00000H4fkqQAB,2018-06-19 18:21:24.000,5001B000017LOmfQAG,6,Chris was very helpful - thanks Chris!,6,0011300001uiEfkAAE
a0k1B00000H4fklQAB,2018-06-19 17:38:30.000,5001B00001A3aneQAB,6,"Brian Taylor always gives extraordinary help.  He's pleasant, never condescending, doesn't act like a know it all, and is patient and kind.  Rarely does one find that kind of support in an IT helpdesk tech!!!!!  Great job keeping good people!",6,001a000001NIISuAAP
a0k1B00000H4fkgQAB,2018-06-19 17:05:11.000,5001B00001A3UhXQAV,5,"I am not the system admin, and that was brought to my attention in the response to the request for support. Perhaps a disclaimer or information screen advising users attempting to request support that they follow the preferred process of routing requests through system admins might be helpful? Or did I miss something or how often does it happen?",5,0013000000dqMz6AAE
a0k1B00000H4fkbQAB,2018-06-19 16:49:38.000,5001B00001A3bw8QAB,6,,6,0013000000dqMwBAAU
a0k1B00000H4fkWQAR,2018-06-19 15:37:54.000,5001B00001A3bskQAB,6,Kent was great and really knows his way around the program. He resolved our issue in no time.,5,0011300001wnhQWAAY
a0k1B00000H4fkRQAR,2018-06-19 15:35:32.000,5001B00001A3bysQAB,6,Very helpful and knowledgeable!,6,001a000001DFmtCAAT
a0k1B00000H4fkMQAR,2018-06-19 15:24:31.000,5001B00001A3aDlQAJ,6,,6,0013000000dqO6rAAE
a0k1B00000H4fkHQAR,2018-06-19 15:18:16.000,5001B00001A3Zj2QAF,6,,6,0011300001uiEdNAAU
a0k1B00000H4fkCQAR,2018-06-19 14:49:32.000,5001B000017KLqyQAG,6,,5,0011300001cONItAAO
a0k1B00000H4fk7QAB,2018-06-19 14:37:48.000,5001B00001A3ZeMQAV,6,,6,0011300001l4FFUAA2
a0k1B00000H4fk2QAB,2018-06-19 14:37:24.000,5001B00001A3ZeMQAV,6,,6,0011300001l4FFUAA2
a0k1B00000H4fjxQAB,2018-06-19 14:10:09.000,5001B00001A3U0TQAV,6,Mark Farmer was able to resolve this as soon as I had contacted him. He gives great customer service and very helpful. He is great to work with. Thank you!,6,0013000000dqMveAAE
a0k1B00000H4fjsQAB,2018-06-19 12:54:51.000,5001B000017LV7yQAG,6,,5,0013000000dqQAYAA2
a0k1B00000H4fjnQAB,2018-06-19 12:26:17.000,5001B000017KVZjQAO,6,,5,0011300001uiGeHAAU
a0k1B00000H4fjiQAB,2018-06-19 10:01:16.000,5001B00001A3WKEQA3,5,,5,0013000000dqM3yAAE
a0k1B00000H4fjdQAB,2018-06-19 09:01:02.000,5001B000017IpQoQAK,2,"Failure to provide any response to communication for around 6 weeks in the middle of this support case makes a mockery of your support offering. The fact that there was an Ivanti kb article available which pointed to the cause and resolution for the entire duration of the case, is frankly appalling.
As you also control the AntiVirus which was the root cause of the issue makes me wonder how joined up the Ivanti family of products is, Perhaps you should have retained the support function in Ireland, where at least they appeared to understand their product.",2,0013000000eaqzJAAQ
a0k1B00000H4fjYQAR,2018-06-19 07:58:23.000,5001B00001A3YuTQAV,3,,4,0011300001uiKBHAA2
a0k1B00000H4fjTQAR,2018-06-19 07:54:18.000,5001B000017JFX9QAO,1,The case has taken over 2 months for a resolution due to the quality of the support engineer assigned previously and because no proper SLA is defined so there is no respect for getting an early resolution.,1,0011300001uiOGkAAM
a0k1B00000H4fjOQAR,2018-06-19 07:39:49.000,5001B00001A3b5YQAR,6,,6,0011B00001IwDgDQAV
a0k1B00000H4fjJQAR,2018-06-19 07:37:24.000,5001B00001A3X9CQAV,5,"Service with this incident was fine, and fast once it got looked at (the day after I logged it).  I don't think the support portal is as user friendly as it should be.  The selection of knowledge articles that appeared when I was initially logging my issue bore no resemblance to what I was asking.   
Regarding the product (Service Desk, formerly Landesk Service Desk), 
I am VERY disappointed in the lack of progress in the Workspaces environment.  I was assured by my account manager that Ivanti would continue to develop both the Service Desk and Heat products, but it seems that Service Desk is getting no more than bug fixes, and not even that in Workspaces which can't even handle a user clicking a link to a specific form properly. - surely you can make it default to the person's home page when they click submit on a linked form.  This fault has been there since the product was launched = zero progress in 2 years = not good enough!",4,0013000000sMh9RAAS
